,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
3227,"Mamedyarov, Shakhriyar","Aronian, Levon",2808,2764,2018.06.15,blitz,0-1,D04
3228,"Khenkin, Igor","Mamedyarov, Shakhriyar",2575,2748,2016.05.15,swiss,1/2-1/2,A80
3229,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2726,2779,2012.07.09,tourn (blitz),0-1,E12
3230,"Gelfand, Boris","Mamedyarov, Shakhriyar",2758,2719,2009.11.16,,1-0,A48
3231,"Mamedyarov, Shakhriyar","Giri, Anish",2757,2776,2014.11.30,swiss,0-1,A21
3232,Anand V,"Mamedyarov, Shakhriyar",2760,2808,2018.06.03,,1/2-1/2,C60
3233,"Radjabov, R.","Mamedyarov, Shakhriyar",2763,2762,2021.10.03,,1/2-1/2,D38
3234,"Mamedyarov, Shakhriyar","Tomashevsky, Evgeny",,,2017.02.19,,1-0,
3235,"Mamedyarov, Shakhriyar","Svidler, Peter",2752,2732,2007.11.01,team-tourn,0-1,D43
3236,"Mamedyarov, Shakhriyar","Mchedlishvili, Mikheil",2479,2416,2001.05.08,tourn,1/2-1/2,E15
3237,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2776,2750,2022.04.01,,1/2-1/2,D37
3238,"Mamedyarov, Shakhriyar","Gelfand, Boris",2764,2748,2014.10.23,,1-0,E60
3239,"Mamedyarov, Shakhriyar","Bacrot, Etienne",2757,2749,2013.11.15,team-swiss,1/2-1/2,E61
3240,"Mamedyarov, Shakhriyar","Babaev, Rashad",2479,2334,2001.??.??,tourn,1-0,E63
3241,"Mamedyarov, Shakhriyar","Khachiyan, Melikset",2804,2522,2018.02.07,,1/2-1/2,D02
3242,"Wojtaszek, Radoslaw","Mamedyarov, Shakhriyar",,,2017.04.29,,1-0,A15
3243,"Mamedyarov, Shakhriyar","Lenic, Luka",2743,2659,2014.06.16,swiss (rapid),1/2-1/2,D38
3244,"Mamedyarov, Shakhriyar","Maksimovic, Bojan",2767,2455,2022.02.08,,1-0,A01
3245,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2733,2710,2011.12.13,swiss (blitz),1/2-1/2,A45
3246,"Mamedyarov, Shakhriyar","Nepomniachtchi, Ian",2799,2729,2017.12.30,blitz,1-0,D85
3247,"Leko, Peter","Mamedyarov, Shakhriyar",2679,2817,2019.03.02,team-tourn,1/2-1/2,D79
3248,"Sarana, Alexey","Mamedyarov, Shakhriyar",2649,2770,2021.01.02,blitz,1/2-1/2,B04
3249,"Mamedyarov, Shakhriyar","Morozevich, Alexander",2757,2724,2014.11.13,tourn (blitz),1/2-1/2,D10
3250,"Nijboer, Friso","Mamedyarov, Shakhriyar",2545,2655,2005.??.??,,0-1,B90
3251,"Mamedyarov, Shakhriyar","Smirin, Ilia",2753,2663,2013.06.10,swiss (blitz),0-1,E62
3252,"Mamedyarov, Shakhriyar","Harikrishna, Pentala",2764,2719,2020.06.13,tourn (rapid),1/2-1/2,D31
3253,"Mamedyarov, Shakhriyar","Nisipeanu, Liviu Dieter",2657,2692,2004.06.24,,0-1,E46
3254,"Ragger, Markus","Mamedyarov, Shakhriyar",2688,2735,2015.08.18,match,1/2-1/2,A90
3255,"Maghsoodloo, Parham","Mamedyarov, Shakhriyar",2676,2770,2020.10.13,,1/2-1/2,C80
3256,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2764,2757,2014.11.01,,1/2-1/2,E60
3257,"Mamedyarov, Shakhriyar","Ding, Liren",2772,2773,2017.05.16,,1/2-1/2,E21
3258,"Aronian, Levon","Mamedyarov, Shakhriyar",2803,2757,2013.12.18,rapid,0-1,D52
3259,"Malakhov, Vladimir","Mamedyarov, Shakhriyar",2706,2756,2015.03.08,swiss,0-1,A09
3260,"Rapport, Richard","Mamedyarov, Shakhriyar",2720,2747,2016.03.15,,1/2-1/2,A49
3261,"Ding, Liren","Mamedyarov, Shakhriyar",2777,2799,2017.12.10,swiss (rapid),0-1,E04
3262,"Dubov, Daniil","Mamedyarov, Shakhriyar",2720,2767,2021.12.29,blitz,1-0,D02
3263,"Mamedyarov, Shakhriyar","Sirosh, Ilja",2770,2400,2021.03.28,,1-0,
3264,"Mamedyarov, Shakhriyar","Efimenko, Zahar",2765,2706,2011.07.21,team-tourn,1/2-1/2,E32
3265,"Mamedyarov, Shakhriyar","Dubov, Daniil",2765,2700,2019.07.31,blitz,1/2-1/2,
3266,"Praggnanandhaa, Rameshbabu","Mamedyarov, Shakhriyar",2530,2817,2018.11.13,tourn (blitz),0-1,C55
3267,"Mamedyarov, Shakhriyar","Akopian, Vladimir Eduardovic",2717,2712,2009.08.02,swiss (rapid),1/2-1/2,E15
3268,"Mamedyarov, Shakhriyar","Asadli, Vugar",2767,2579,2021.12.19,,0-1,
3269,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2660,2646,2005.09.16,,1-0,A22
3270,"Andreikin, Dmitry","Mamedyarov, Shakhriyar",2712,2799,2017.12.13,tourn (blitz),1/2-1/2,A45
3271,"Giri, Anish","Mamedyarov, Shakhriyar",2752,2804,2018.01.21,tourn,1-0,A35
3272,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2743,2787,2014.08.14,team-swiss,1-0,D10
3273,"Ivanchuk, Vassily","Mamedyarov, Shakhriyar",2733,2761,2013.07.06,tourn,0-1,E02
3274,"Safarli, Eltaj","Mamedyarov, Shakhriyar",2622,2765,2011.08.10,team-schev,1/2-1/2,C01
3275,"Mamedyarov, Shakhriyar","Fontaine, Robert",2607,2527,2003.06.03,swiss,1/2-1/2,D15
3276,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2819,2765,2019.08.01,blitz,1-0,
3277,"Aleksandrov, Artem","Mamedyarov, Shakhriyar",2654,2542,2002.06.18,,0-1,D95
3278,"Ruck, R1.","Mamedyarov, Shakhriyar",2530,2772,2019.12.26,rapid,0-1,A15
3279,"Morozevich, Alexander","Mamedyarov, Shakhriyar",2748,2764,2012.12.14,swiss (rapid),1-0,D13
3280,"Mamedyarov, Shakhriyar","Kramnik, Vladimir",2752,2788,2008.07.04,tourn,1/2-1/2,E15
3281,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2719,2731,2008.11.08,tourn (blitz),1-0,C54
3282,"Mamedyarov, Shakhriyar","Petrosyan, Tigran",2580,2324,2002.11.21,,1/2-1/2,A50
3283,"Mamedyarov, Shakhriyar","Nazari, Arad",2767,2287,2022.02.15,,1-0,A37
3284,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2832,2800,2017.06.25,tourn (rapid),1/2-1/2,C54
3285,"Yu, Yang","Mamedyarov, Shakhriyar",2723,2757,2013.12.13,rapid,1-0,A20
3286,"Mamedyarov, Shakhriyar","Antal, Gergely",2301,2405,2000.10.20,,1-0,D07
3287,"Musaev, Eldar Elman","Mamedyarov, Shakhriyar",,2479,2001.??.??,tourn,0-1,E62
3288,"Obraztsov, Sergej","Mamedyarov, Shakhriyar",,2201,1999.09.18,,0-1,C45
3289,"Mamedyarov, Shakhriyar","Van Wely, Loek",2760,2681,2008.03.25,tourn (rapid),0-1,D39
3290,"Mamedyarov, Shakhriyar","Tiviakov, Sergei",2731,2686,2008.10.28,k.o. (rapid),1-0,E20
3291,"Mamedyarov, Shakhriyar","Mamedov, Rauf",2772,2660,2011.02.17,,1-0,C41
3292,"Harikrishnan, M.","Mamedyarov, Shakhriyar",2730,2770,2021.03.29,,1/2-1/2,D41
3293,"Carlsson, Pontus","Mamedyarov, Shakhriyar",2456,2772,2019.12.29,blitz,0-1,B10
3294,"Yifan, Xu","Mamedyarov, Shakhriyar",2663,2748,2016.05.29,,1/2-1/2,B91
3295,"Oparin, Grigoriy","Mamedyarov, Shakhriyar",2580,2754,2021.12.29,blitz,1/2-1/2,
3296,"Mamedyarov, Shakhriyar","Giri, Anish",2743,2778,2015.11.19,team-swiss,1/2-1/2,D80
3297,"Georgiadis, Nico","Mamedyarov, Shakhriyar",2526,2801,2018.07.27,,0-1,B92
3298,"Grischuk, Arina","Mamedyarov, Shakhriyar",2767,2809,2018.03.05,blitz,1/2-1/2,A48
3299,"Mamedyarov, Shakhriyar","Yakovich, Yury",2657,2585,2005.02.23,,1-0,A29
3300,"Mamedyarov, Shakhriyar","Gleizerov, Evgeny",2522,2587,2002.04.17,,1/2-1/2,A85
3301,"Mamedyarov, Shakhriyar","Wang, Hao",2765,2710,2014.12.13,tourn (blitz),1-0,D11
3302,"Mamedyarov, Shakhriyar","Buys Trimp, Marga",2770,,2021.03.26,,1-0,
3303,"Mamedyarov, Shakhriyar","Short, Nigel D",2731,2642,2008.11.20,team-schev,0-1,A48
3304,"Harikrishnan, M.","Mamedyarov, Shakhriyar",2755,2772,2017.04.25,,1/2-1/2,
3305,"Mamedyarov, Shakhriyar","Ding, Liren",2765,2799,2021.11.09,,0-1,D38
3306,"Mamedyarov, Shakhriyar","Papatryfonos, Konstantinos",2301,,2000.10.31,,1-0,A89
3307,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2750,2764,2019.08.11,rapid,1-0,C53
3308,"Xiao, Junyuan","Mamedyarov, Shakhriyar",2077,2804,2018.02.14,,1-0,E12
3309,"Mamedyarov, Shakhriyar","Ding, Liren",2772,2773,2017.05.16,,1/2-1/2,E32
3310,"Annaberdiyev, Babageldi","Mamedyarov, Shakhriyar",2146,2770,2021.03.06,,0-1,B15
3311,"Mamedyarov, Shakhriyar","Abbasov, Farid",2201,2290,1999.??.??,,0-1,E68
3312,"Mamedyarov, Shakhriyar","Aronian, Levon",2774,2752,2019.06.06,,0-1,
3313,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2783,2784,2017.06.25,tourn (rapid),1-0,B11
3314,"Jobava, Baadur","Mamedyarov, Shakhriyar",2588,2767,2022.02.15,,1-0,A01
3315,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2768,2785,2016.12.30,swiss (blitz),0-1,E12
3316,"Tsydypov, Zhamsaran","Mamedyarov, Shakhriyar",2529,2817,2018.12.30,swiss (blitz),1-0,A50
3317,"Mamedyarov, Shakhriyar","Huzman, Alexander",2662,2588,2004.10.04,,1/2-1/2,C54
3318,"Mamedyarov, Shakhriyar","Gelfand, Boris",2726,2738,2012.07.10,blitz,0-1,A06
3319,"Dreev, Aleksey","Mamedyarov, Shakhriyar",2677,2772,2019.12.29,blitz,1/2-1/2,D14
3320,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2778,2764,2019.08.14,blitz,1/2-1/2,C53
3321,"Mamedyarov, Shakhriyar","Liu, Guanchu",2797,2451,2017.09.04,k.o.,1/2-1/2,E00
3322,"Mamedyarov, Shakhriyar","Sargissian, Gabriel",2747,2702,2016.03.02,swiss (rapid),1-0,B12
3323,"Mamedyarov, Shakhriyar","Nava, Roderick",2580,,2002.11.17,,1-0,A49
3324,"Mamedyarov, Shakhriyar","Kasimdzhanov, Rustam",2764,2706,2014.10.27,tourn,1-0,C25
3325,"Liu, Elliott","Mamedyarov, Shakhriyar",2284,2766,2017.02.15,,0-1,B12
3326,"Mchedlishvili, Mikheil","Mamedyarov, Shakhriyar",2618,2765,2011.08.11,team-schev,1/2-1/2,D12
3327,"Mamedyarov, Shakhriyar","Ding, Liren",2774,2805,2019.07.07,,1/2-1/2,D41
3328,"Mamedyarov, Shakhriyar","Fakhrutdinov, Timur",2764,2501,2020.08.04,,1-0,E35
3329,"L'Ami, Erwin","Mamedyarov, Shakhriyar",2541,2674,2005.11.14,,0-1,C68
3330,"Mamedyarov, Shakhriyar","Ding, Liren",2747,2766,2016.01.26,tourn,1/2-1/2,D47
3331,"Mamedyarov, Shakhriyar","Jakovenko, Dmitry",2759,2733,2015.02.21,tourn,1/2-1/2,C47
3332,"Yifan, Xu","Mamedyarov, Shakhriyar",2671,2736,2015.09.16,game,1/2-1/2,C50
3333,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2785,2800,2017.06.21,tourn (rapid),1/2-1/2,E61
3334,"Mamedyarov, Shakhriyar","Dautov, Rustem",2595,2610,2003.10.20,team-swiss,1/2-1/2,D15
3335,Ezra Paul Chambers,"Mamedyarov, Shakhriyar",2360,2817,2019.01.08,team-swiss (rapid),0-1,B12
3336,"Gelfand, Boris","Mamedyarov, Shakhriyar",2741,2763,2010.05.11,tourn,1-0,D74
3337,"Mamedyarov, Shakhriyar","Sanal, Vahap",2764,2581,2020.07.10,,1/2-1/2,D02
3338,"Mamedyarov, Shakhriyar","Fridman, Daniel",2735,2637,2015.05.16,swiss (blitz),1/2-1/2,D56
3339,"Rapport, Richard","Mamedyarov, Shakhriyar",2763,2767,2022.01.22,,1/2-1/2,
3340,"Mamedyarov, Shakhriyar","Kamsky, Gata",2722,2697,2006.09.19,match (blitz),0-1,D15
3341,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2762,2736,2021.10.01,,1-0,A07
3342,"Sanal, Vahap","Mamedyarov, Shakhriyar",2549,2772,2019.12.26,rapid,0-1,B15
3343,"L'Ami, Alina","Mamedyarov, Shakhriyar",2381,2735,2015.05.16,swiss (blitz),0-1,A21
3344,"So, Wesley","Mamedyarov, Shakhriyar",2760,2772,2019.11.07,tourn (rapid),1-0,A22
3345,"Mamedyarov, Shakhriyar","Grandelius, Nils",2770,2663,2021.01.02,blitz,0-1,D30
3346,"Mamedyarov, Shakhriyar","Akopian, Vladimir Eduardovic",2753,2691,2013.06.07,swiss (rapid),1/2-1/2,E25
3347,"Miroshnichenko, Evgenij","Mamedyarov, Shakhriyar",2599,2657,2004.05.18,,1/2-1/2,E01
3348,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2782,2808,2018.06.21,tourn (rapid),1-0,C55
3349,"Ivanchuk, Vassily","Mamedyarov, Shakhriyar",2751,2760,2008.03.26,tourn (rapid),0-1,B07
3350,"Ismailov, Orkhan","Mamedyarov, Shakhriyar",2240,2479,2001.??.??,tourn,0-1,C42
3351,"Yu, Yang","Mamedyarov, Shakhriyar",2688,2752,2008.05.05,tourn,1/2-1/2,E32
3352,"Mamedyarov, Shakhriyar","Mamedov, Chingiz",2479,2154,2001.??.??,tourn,0-1,E69
3353,"Mamedyarov, Shakhriyar","Svidler, Peter",,,2016.10.01,swiss,1/2-1/2,E60
3354,"Gashimov, Sarkhan","Mamedyarov, Shakhriyar",2219,2201,2000.??.??,tourn,1/2-1/2,C45
3355,"Gasimov, Ilgar","Mamedyarov, Shakhriyar",2400,2479,2001.??.??,tourn,0-1,A24
3356,"Leko, Peter","Mamedyarov, Shakhriyar",2744,2766,2013.04.25,tourn,1/2-1/2,C70
3357,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2527,2646,2005.09.15,,0-1,C96
3358,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2700,2756,2010.10.01,team-swiss,1/2-1/2,B83
3359,"Mamedyarov, Shakhriyar","Oliver, Gareth",2201,,1999.09.12,,1-0,D30
3360,"Nepomniachtchi, Ian","Mamedyarov, Shakhriyar",2710,2756,2014.09.15,tourn,0-1,C42
3361,"Sarana, Alexey","Mamedyarov, Shakhriyar",2663,2772,2019.12.30,blitz,1-0,A50
3362,"Mamedyarov, Shakhriyar","Hong, Jiarong",2201,2141,1999.10.25,,1-0,A48
3363,"Mamedyarov, Shakhriyar","Artemiev, Victor",2764,2716,2020.06.04,blitz,0-1,D52
3364,"Bareev, Evgeny","Mamedyarov, Shakhriyar",,,????.??.??,,0-1,
3365,"Mamedyarov, Shakhriyar","Alejandro Toloza Soto, Pablo",2580,2349,2002.11.01,,1-0,A68
3366,"Mamedyarov, Shakhriyar","Gyimesi, Zoltan",2646,2628,2005.08.07,team-swiss,1-0,D27
3367,"Mamedyarov, Shakhriyar","Aronian, Levon",2762,2782,2021.10.04,,0-1,D39
3368,"Lupulescu, Constantin","Mamedyarov, Shakhriyar",2656,2770,2021.06.09,,0-1,
3369,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2801,2842,2018.07.31,,1-0,E65
3370,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2761,2769,2016.09.11,team-swiss,1/2-1/2,D41
3371,"Mamedyarov, Shakhriyar","Aronian, Levon",2761,2778,2021.05.01,,0-1,
3372,"Zubov, Alexander","Mamedyarov, Shakhriyar",2479,2201,1999.09.20,,1/2-1/2,A48
3373,"Mamedyarov, Shakhriyar","Kramnik, Vladimir",2761,2790,2010.07.18,tourn,1/2-1/2,D37
3374,"Mamedyarov, Shakhriyar","Grischuk, Alexander",2809,2767,2018.03.03,tourn (rapid),1/2-1/2,D73
3375,"Caruana, Fabiano","Mamedyarov, Shakhriyar",,,2018.05.29,,1/2-1/2,C42
3376,"Mamedyarov, Shakhriyar","Radjabov, R.",2756,2748,2010.11.01,,1-0,E60
3377,"Mamedyarov, Shakhriyar","Bartel, Mateusz",2770,2638,2020.12.01,,1-0,D35
3378,"Mamedyarov, Shakhriyar","Tomashevsky, Evgeny",2724,2664,2009.02.20,swiss,1/2-1/2,C58
3379,"Bharath, Subramaniyam H","Mamedyarov, Shakhriyar",2437,2770,2021.01.12,,1-0,B04
3380,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2801,2822,2018.08.20,,1/2-1/2,D39
3381,"Aronian, Levon","Mamedyarov, Shakhriyar",2782,2782,2021.08.31,rapid,1-0,
3382,"Mamedyarov, Shakhriyar","Stopa, Jacek",2756,2544,2015.03.17,swiss,1-0,D50
3383,"Mamedyarov, Shakhriyar","Vastrukhin, Oleg",2754,2588,2021.12.29,blitz,0-1,
3384,"Papa, Severin","Mamedyarov, Shakhriyar",2356,2596,2003.??.??,,1/2-1/2,D85
3385,"Mamedyarov, Shakhriyar","Wheeler, Cameron",2766,2398,2017.01.18,,1/2-1/2,E10
3386,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2772,2760,2014.04.22,tourn,1-0,B12
3387,"Polgar, Judit","Mamedyarov, Shakhriyar",2696,2753,2013.06.28,,1-0,B18
3388,"Mamedyarov, Shakhriyar","Kasimdzhanov, Rustam",2759,2705,2015.02.16,tourn,0-1,A12
3389,"L'Ami, Erwin","Mamedyarov, Shakhriyar",2606,2721,2009.10.30,team-swiss,1/2-1/2,D83
3390,"Mamedyarov, Shakhriyar","Badalov, Samir",2201,2322,2000.??.??,tourn,1-0,A43
3391,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2761,2709,2021.04.25,,1-0,
3392,"Mamedyarov, Shakhriyar","Bluebaum, Matthias",2770,2670,2021.03.29,,1-0,
3393,"Mamedyarov, Shakhriyar","Gurbanov, Yunis",2201,,2000.??.??,tourn,1-0,D02
3394,"Giri, Anish","Mamedyarov, Shakhriyar",2782,2801,2018.09.07,,1-0,D02
3395,"Mamedyarov, Shakhriyar","Predke, Alexandr",2772,2676,2019.12.26,rapid,1-0,D11
3396,"Mamedyarov, Shakhriyar","Larino Nieto, David",2735,2451,2015.05.16,blitz,1/2-1/2,
3397,"Mamedyarov, Shakhriyar","Bluebaum, Matthias",2765,2640,2021.10.26,,1/2-1/2,E20
3398,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2777,2801,2018.08.22,tourn,1/2-1/2,D34
3399,"Sokolov, Ivan","Mamedyarov, Shakhriyar",2670,2728,2006.10.23,,0-1,B07
3400,"Mamedyarov, Shakhriyar","Savchenko, Boris",2756,2581,2015.03.27,swiss,1-0,D37
3401,"Mamedyarov, Shakhriyar","Rapport, Richard",2764,2747,2019.08.14,blitz,1-0,E17
3402,"Adams, Michael","Mamedyarov, Shakhriyar",2729,2752,2008.05.03,tourn,1/2-1/2,C10
3403,"Indjic, Aleksandar","Mamedyarov, Shakhriyar",2629,2762,2021.09.19,,0-1,
3404,"Mamedyarov, Shakhriyar","Granda Zuniga, Julio E",2733,2636,2012.01.02,k.o.,0-1,D56
3405,"Mamedyarov, Shakhriyar","Grischuk, Alexander",2726,2763,2012.07.10,tourn (blitz),0-1,A64
3406,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2759,2808,2018.06.12,blitz,0-1,B29
3407,"Ponomariov, Ruslan","Mamedyarov, Shakhriyar",2705,2752,2007.11.22,,1/2-1/2,D85
3408,"Mamedyarov, Shakhriyar","Leko, Peter",2791,2679,2017.11.04,team-swiss,1/2-1/2,B10
3409,"Mamedyarov, Shakhriyar","Cheparinov, Ivan",2764,2688,2016.08.03,team-swiss,1/2-1/2,E20
3410,"McShane, Luke J","Mamedyarov, Shakhriyar",2619,2585,2003.09.19,k.o.,1/2-1/2,C67
3411,"Mamedyarov, Shakhriyar","So, W.",2808,2778,2018.06.05,,1/2-1/2,E06
3412,"Mamedyarov, Shakhriyar","Lupulescu, Constantin",2743,2625,2014.08.11,team-swiss,1/2-1/2,E25
3413,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2721,2718,2010.03.20,team-tourn,1/2-1/2,D85
3414,"Komarov, Dimitri","Mamedyarov, Shakhriyar",2540,2757,2007.02.09,team,0-1,D85
3415,"Mamedyarov, Shakhriyar","Wojtaszek, Radoslaw",2764,2719,2020.06.13,tourn (rapid),1/2-1/2,A28
3416,"Mamedyarov, Shakhriyar","Nedev, Todor",2731,2525,2008.11.13,,1-0,A45
3417,"Aronian, Levon","Mamedyarov, Shakhriyar",2782,2782,2021.08.03,,1/2-1/2,
3418,"Mamedyarov, Shakhriyar","Harikrishna, Pentala",2765,2727,2014.12.13,tourn (blitz),1-0,C26
3419,"Mamedyarov, Shakhriyar","Kamsky, Gata",2752,2714,2007.11.21,,1/2-1/2,A01
3420,"Mamedyarov, Shakhriyar","Doettling, Fabian",2757,2539,2007.05.01,,1-0,B18
3421,"Fridman, Daniel","Mamedyarov, Shakhriyar",2659,2765,2011.09.01,k.o.,1/2-1/2,E60
3422,"Mamedyarov, Shakhriyar","Eljanov, Pavel",2731,2720,2008.12.25,tourn,1-0,D30
3423,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2719,2719,2009.11.16,tourn (blitz),1-0,C54
3424,"Movsesian, Sergei","Mamedyarov, Shakhriyar",2699,2753,2013.06.10,swiss (blitz),1-0,A16
3425,"Mamedyarov, Shakhriyar","Dominguez Perez, Leinier",2729,2725,2012.10.01,tourn,1-0,E11
3426,"Grischuk, Alexander","Mamedyarov, Shakhriyar",2778,2782,2021.07.08,,1/2-1/2,
3427,"Novikov, Stanislav","Mamedyarov, Shakhriyar",2286,2479,2001.??.??,tourn,0-1,A49
3428,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2844,2764,2014.10.05,tourn,1-0,D11
3429,"Abbasov, Farid","Mamedyarov, Shakhriyar",2439,2479,2001.??.??,tourn,1-0,E97
3430,"Radjabov, Teimour","Mamedyarov, Shakhriyar",2793,2766,2013.04.30,tourn,1/2-1/2,D85
3431,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2733,2763,2011.12.09,swiss (rapid),1-0,D23
3432,"Mamedyarov, Shakhriyar","Ponomariov, Ruslan",2742,2718,2008.08.29,tourn (blitz),1-0,E20
3433,"Mamedyarov, Shakhriyar","Korobov, Anton",2799,2652,2017.12.13,tourn (blitz),0-1,E20
3434,"Mamedyarov, Shakhriyar","Borisek, Jure",2820,2578,2018.09.26,team-swiss,1/2-1/2,D23
3435,"Grachev, Boris","Mamedyarov, Shakhriyar",2640,2742,2008.08.29,tourn (blitz),1-0,A48
3436,"Firouzja, Alireza","Mamedyarov, Shakhriyar",2770,2765,2021.11.21,,1-0,C50
3437,"Mamedyarov, Shakhriyar","Xu, Xiangyu",2750,2447,2016.04.14,team-tourn,1/2-1/2,D02
3438,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2779,2726,2012.07.10,blitz,0-1,C41
3439,"Svidler, Peter","Mamedyarov, Shakhriyar",2758,2757,2014.03.29,tourn,1/2-1/2,B90
3440,"Mamedyarov, Shakhriyar","Jumabayev, Rinat",2764,2654,2020.08.22,,1-0,
3441,"Mamedyarov, Shakhriyar","Nisipeanu, Liviu Dieter",2699,2695,2006.??.??,tourn,1/2-1/2,A56
3442,"Mamedyarov, Shakhriyar","Macias Pino, Diego",2770,2153,2020.11.06,,1-0,
3443,"Mamedyarov, Shakhriyar","Tomashevsky, Evgeny",2761,2731,2016.09.25,tourn (blitz),1-0,D37
3444,"Papa, S.","Mamedyarov, Shakhriyar",2397,2662,2004.09.16,,0-1,B08
3445,"Grigoriants, Sergey","Mamedyarov, Shakhriyar",2562,2646,2005.08.20,swiss,0-1,E64
3446,"Navara, David","Mamedyarov, Shakhriyar",2730,2747,2016.01.27,tourn,1/2-1/2,C76
3447,"Horak, Martin","Mamedyarov, Shakhriyar",2341,2764,2020.08.04,,0-1,D90
3448,"Mamedyarov, Shakhriyar","Firouzja, Alireza",2782,2759,2021.08.02,,1/2-1/2,
3449,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2726,2765,2014.12.13,tourn (blitz),0-1,C70
3450,"Svane, Frederik","Mamedyarov, Shakhriyar",2421,2770,2021.04.20,,1-0,B10
3451,"Mamedyarov, Shakhriyar","Minasian, Artashes",2607,2555,2003.04.29,,1/2-1/2,A65
3452,"Bacrot, Etienne","Mamedyarov, Shakhriyar",2695,2752,2007.11.06,,1/2-1/2,E54
3453,"Kamsky, Gata","Mamedyarov, Shakhriyar",2729,2731,2008.11.08,tourn (blitz),1-0,D73
3454,"Mamedyarov, Shakhriyar","Shanava, Konstantine",2595,2423,2003.10.29,,1-0,B22
3455,"Mamedyarov, Shakhriyar","Mokshanov, Alexey",2770,2448,2021.01.19,,1-0,D30
3456,"Cheparinov, Ivan","Mamedyarov, Shakhriyar",2650,2746,2011.10.29,k.o. (rapid),0-1,D37
3457,"Radjabov, R.","Mamedyarov, Shakhriyar",2763,2762,2021.10.03,,1/2-1/2,D38
3458,"Potkin, Vladimir","Mamedyarov, Shakhriyar",2647,2753,2013.06.08,swiss (rapid),0-1,D90
3459,"Dovliatov, Sanan","Mamedyarov, Shakhriyar",2327,2201,2000.??.??,tourn,0-1,C80
3460,"Mamedyarov, Shakhriyar","Polgar, Judit",,,????.??.??,,1-0,
3461,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2762,2736,2021.10.01,,1/2-1/2,A07
3462,"Mamedyarov, Shakhriyar","Amin, Bassem",2814,2670,2017.12.27,rapid,*,
3463,"Mamedyarov, Shakhriyar","Duda, Jan Krzysztof",2765,2729,2019.08.01,blitz,1/2-1/2,
3464,"Mamedyarov, Shakhriyar","Morozevich, Alexander",2752,2755,2007.11.21,,0-1,D10
3465,"Mamedyarov, Shakhriyar","Naroditsky, Daniel",2817,2616,2019.03.13,team-swiss (rapid),1/2-1/2,E61
3466,"Le, Quang Liem","Mamedyarov, Shakhriyar",2709,2767,2022.02.20,,1-0,A52
3467,"Kosteniuk, Alexandra","Mamedyarov, Shakhriyar",,,????.??.??,,0-1,
3468,"Mamedyarov, Shakhriyar","Adly, Ahmed",2731,2586,2008.11.23,team-swiss,1-0,D46
3469,"Mamedyarov, Shakhriyar","Poldauf, Dirk",2717,2390,2009.08.01,swiss (rapid),1-0,E69
3470,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2716,2887,2020.05.16,,1/2-1/2,
3471,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2782,2808,2018.05.27,tourn (blitz),1-0,A15
3472,"Mamedyarov, Shakhriyar","Korobov, Anton",2782,2683,2021.07.11,,0-1,
3473,"Mamedyarov, Shakhriyar","Fressinet, Laurent",2747,2700,2016.02.26,swiss (rapid),1-0,D38
3474,"Grischuk, Alexander","Mamedyarov, Shakhriyar",2761,2800,2017.07.14,swiss,1/2-1/2,C95
3475,"Deac, Bogdan Daniel","Mamedyarov, Shakhriyar",2625,2770,2020.11.10,swiss,0-1,D02
