,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
37,"Nepomniachtchi, Ian","Andreikin, Dmitry",2658,2635,2010.04.25,tourn,1/2-1/2,B12,8
38,"Brunner, Nicolas","Nepomniachtchi, Ian",2427,2773,2022.02.08,,1/2-1/2,D91,1
39,"Ding, Liren","Nepomniachtchi, Ian",2811,2776,2019.11.18,,1/2-1/2,A35,2.6
40,"Nepomniachtchi, Ian","Leko, Peter",2784,2663,2020.07.27,,1/2-1/2,E21,7.2
41,"Nepomniachtchi, Ian","Kawuma, Patrick",2768,2329,2018.09.24,team-swiss,1-0,C11,1.2
42,"Nepomniachtchi, Ian","Ding, Liren",2776,2786,2019.05.12,blitz,1-0,,19.4
43,"Mamedyarov, Shakhriyar","Nepomniachtchi, Ian",2763,2720,2010.11.16,tourn (blitz),1-0,D76,7
44,"Nepomniachtchi, Ian","Caruana, Fabiano",2751,2807,2017.08.17,tourn (blitz),1-0,B41,7
45,"Artemiev, Vladislav","Nepomniachtchi, Ian",2764,2766,2018.10.09,rapid,1/2-1/2,,9.1
46,"Koper, Ireneusz","Nepomniachtchi, Ian",2023,2730,2011.12.16,k.o. (blitz),0-1,C03,1
47,"Nepomniachtchi, Ian","Yifan, Xu",2587,2509,2007.01.23,,1/2-1/2,A34,9
48,"Van Foreest, Jorden","Nepomniachtchi, Ian",2688,2792,2021.07.11,,1/2-1/2,,24.5
49,"Iljin, Artem","Nepomniachtchi, Ian",2538,2602,2007.04.13,k.o. (rapid),1-0,D43,10
50,"Nepomniachtchi, Ian","Wang, Hao",2714,2710,2014.12.13,tourn (blitz),1-0,C45,29
51,"Geller, Jakov","Nepomniachtchi, Ian",2417,2280,2002.03.06,,0-1,C14,6
52,"Nepomniachtchi, Ian","Silva, Antonio Helder Da",1808,2052,2012.06.26,swiss,0-1,C54,5
53,"Gumularz, Szymon","Nepomniachtchi, Ian",2513,2784,2020.05.05,,0-1,A00,5
54,"Nepomniachtchi, Ian","Holzke, Frank",2710,2499,2013.05.05,,1-0,A33,1.4
55,"Nepomniachtchi, Ian","Grischuk, Alexander",2757,2766,2018.08.07,,0-1,D03,1.25
56,"Naiditsch, Arkadij","Nepomniachtchi, Ian",2624,2634,2008.06.28,tourn,1/2-1/2,B86,1
57,"Nepomniachtchi, Ian","Aronian, Levon",2785,2740,2020.11.11,,0-1,,3.8
58,"Nepomniachtchi, Ian","Caruana, Fabiano",2792,2820,2021.05.26,,1/2-1/2,,3.1
59,"Nepomniachtchi, Ian","Turov, Maxim",2506,2539,2006.01.21,tourn (blitz),0-1,B12,7
60,"Nepomniachtchi, Ian","Vachier Lagrave, Maxime",2502,2527,????.??.??,,1/2-1/2,,9.1
61,"Nepomniachtchi, Ian","Wang, Hao",2763,2730,2018.12.29,swiss (blitz),1/2-1/2,C45,11
62,"Nepomniachtchi, Ian","Geller, Jakov",2506,2505,2006.03.03,tourn,1-0,B41,2
63,"Gladyszev, Oleg","Nepomniachtchi, Ian",2427,2506,2006.01.31,swiss,1/2-1/2,D85,3
64,"Nepomniachtchi, Ian","Tari, Aryan",2792,2642,2021.09.15,,0-1,,15.2
65,"Nepomniachtchi, Ian","Nakamura, Hikaru",2730,2775,2014.06.19,swiss (blitz),0-1,C11,8
66,"Nepomniachtchi, Ian","Anand, Viswanathan",2740,2776,2016.09.25,tourn (blitz),1/2-1/2,C65,2
67,"Nepomniachtchi, Ian","Zvjaginsev, Vadim",2763,2642,2018.12.08,swiss (rapid),1/2-1/2,B56,2
68,"Vlassov, Nikolai","Nepomniachtchi, Ian",2471,2613,2007.08.26,,0-1,C01,?
69,"Pankov, German","Nepomniachtchi, Ian",2384,2624,2009.04.06,team-tourn,1/2-1/2,A45,3
70,"Ni, Hua","Nepomniachtchi, Ian",2701,2632,2009.08.21,schev (rapid),1/2-1/2,B52,1
71,"Ovetchkin, Roman","Nepomniachtchi, Ian",2557,2613,2007.09.12,,1/2-1/2,A34,9
72,"Nepomniachtchi, Ian","Iordachescu, Viorel",2628,2584,2009.02.07,swiss,1/2-1/2,C43,8
73,"Nepomniachtchi, Ian","Potapov, Pavel",2714,2471,2015.05.02,team-swiss,1-0,B01,2.2
74,"Nepomniachtchi, Ian","Rublevsky, Sergei",2506,2687,2006.05.06,swiss,0-1,D03,?
75,"Nepomniachtchi, Ian","Ding, Liren",2632,2530,2009.08.22,rapid,1-0,C10,7
76,"Savchenko, Boris","Nepomniachtchi, Ian",2632,2720,2010.11.17,,1-0,B97,17.10
77,"Nepomniachtchi, Ian","Gelfand, Boris",2757,2703,2018.07.03,tourn (rapid),1-0,B31,3
78,"Nepomniachtchi, Ian","Vachier Lagrave, Maxime",2732,2796,2017.11.30,,1-0,,2.1
79,"Nepomniachtchi, Ian","Vachier Lagrave, Maxime",2784,2778,2020.04.21,,1/2-1/2,A07,2.3
80,"Nepomniachtchi, Ian","Krzyzanowski, Michal",2789,2503,2021.02.16,,1-0,C45,6
81,"Nepomniachtchi, Ian","Nakamura, Hikaru",2776,2745,2020.01.05,,1-0,B10,3.30
82,"Giri, Anish","Nepomniachtchi, Ian",2773,2767,2017.01.20,tourn,1-0,B91,6
83,"Pashikian, Arman","Nepomniachtchi, Ian",2647,2658,2010.02.15,swiss,0-1,D85,7
84,"Nepomniachtchi, Ian","Adly, Ahmed",2810,2678,2017.12.29,blitz,*,,9.12
85,"Nepomniachtchi, Ian","Dubov, Daniil",2775,2700,2019.07.27,blitz,1/2-1/2,,2.2
86,"Geller, Jakov","Nepomniachtchi, Ian",2489,2433,2004.04.??,swiss,0-1,C11,8
87,"Nakamura, Hikaru","Nepomniachtchi, Ian",2816,2705,2015.09.19,k.o.,1-0,B22,3.5
88,"Bruzon Batista, Lazaro","Nepomniachtchi, Ian",2677,2720,2015.06.17,swiss,1/2-1/2,A81,3
89,"Nepomniachtchi, Ian","Salgado Lopez, Ivan",2735,2618,2012.02.14,swiss,1/2-1/2,A28,8
90,"Nepomniachtchi, Ian","Nakamura, Hikaru",2742,2792,2017.08.05,tourn,1-0,D37,4
91,"Konovalov, Nikolay","Nepomniachtchi, Ian",2443,2545,2006.11.07,tourn,1/2-1/2,D46,2
92,"Nepomniachtchi, Ian","Livaic, Leon",2784,2507,2020.06.09,,1-0,D35,8
93,"Nepomniachtchi, Ian","Short Justin Baptie, Nigel",2695,2685,2010.06.12,,1/2-1/2,C77,3
94,"Nakamura, Hikaru","Nepomniachtchi, Ian",2736,2784,2020.09.16,blitz,0-1,B50,6
95,"Pinheiro, Ines","Nepomniachtchi, Ian",2320,2773,2022.04.05,,1/2-1/2,A20,1
96,"Nepomniachtchi, Ian","Nakamura, Hikaru",2776,2745,2020.01.05,,1/2-1/2,C50,3.8
97,"Nepomniachtchi, Ian","Anand, Viswanathan",2740,2776,2016.10.05,tourn,1/2-1/2,A21,8
98,"Banusz, Tamas","Nepomniachtchi, Ian",2628,2784,2020.08.28,,0-1,D85,2.1
99,"Svidler, Peter","Nepomniachtchi, Ian",2760,2751,2018.03.02,tourn (rapid),1/2-1/2,A25,1
100,"Mamedyarov, Shakhriyar","Nepomniachtchi, Ian",2765,2775,2019.08.01,blitz,0-1,,22.2
101,"Nepomniachtchi, Ian","Jumabayev, Rinat",2773,2628,2022.04.05,,1-0,C07,7
102,"Vocaturo, Daniele","Nepomniachtchi, Ian",2372,2502,2005.07.23,swiss,0-1,C11,5
103,"Ivanchuk, Vassily","Nepomniachtchi, Ian",2741,2695,2010.06.20,,1/2-1/2,A15,10
104,"Nepomniachtchi, Ian","Sindarov, Javokhir",2782,2609,2021.12.30,blitz,0-1,C80,19.7
105,"Kempinski, Robert","Nepomniachtchi, Ian",2603,2730,2011.12.18,swiss (rapid),1-0,D72,13
106,"Gasimov, Ilgar","Nepomniachtchi, Ian",2625,2506,2006.01.22,tourn (blitz),1-0,C03,1.3
107,"Tomashevsky, Evgeny","Nepomniachtchi, Ian",2695,2785,2020.11.06,,1-0,,5.2
108,"Nepomniachtchi, Ian","Hou, Yifan",,,2017.05.12,,0-1,D35,1.7
109,"Anand, Viswanathan","Nepomniachtchi, Ian",2764,2775,2019.07.31,blitz,1/2-1/2,,18.5
110,"Nepomniachtchi, Ian","Kateryna, Lahno",2705,2523,2015.09.06,,1-0,B08,6
111,"Nakamura, Hikaru","Nepomniachtchi, Ian",2805,2776,2019.05.12,blitz,1-0,,25.3
112,"Alekseenko, Kirill","Nepomniachtchi, Ian",2580,2776,2021.08.16,,0-1,,1.3
113,"Nielsen, Peter Heine","Nepomniachtchi, Ian",2670,2729,2011.04.01,swiss,1/2-1/2,D76,10
114,"Nepomniachtchi, Ian","Movsesian, Sergei",2600,2677,2008.01.25,,1/2-1/2,B43,11
115,"Melkumyan, Hrant","Nepomniachtchi, Ian",2519,2628,2009.02.23,swiss,0-1,D87,7
116,"Ivanchuk, Vassily","Nepomniachtchi, Ian",2678,2784,2020.07.24,,1/2-1/2,D83,4.2
117,"Smirnov, V.N.","Nepomniachtchi, Ian",2613,2520,2006.09.10,,0-1,B90,8
118,"Palac, Mladen","Nepomniachtchi, Ian",2525,2742,2017.09.05,,1/2-1/2,B80,1
119,"Nakamura, Hikaru","Nepomniachtchi, Ian",2651,2587,2007.03.01,match (blitz),1-0,D45,?
120,"Narayanan, S.r","Nepomniachtchi, Ian",2662,2773,2022.04.09,rapid,0-1,D90,7
121,"Caruana, Fabiano","Nepomniachtchi, Ian",2807,2742,2017.08.04,tourn,1/2-1/2,B25,3
122,"Nepomniachtchi, Ian","Nakamura, Hikaru",2775,2754,2019.08.01,blitz,1/2-1/2,,21.3
123,"Shapovalenko, Maksim","Nepomniachtchi, Ian",,2445,2004.05.29,,0-1,C03,8
124,"Wang, Hao","Nepomniachtchi, Ian",2710,2714,2014.12.13,tourn (blitz),0-1,B06,14
125,"Nepomniachtchi, Ian","Popov, Ivan",2714,2639,2015.03.06,,1/2-1/2,A07,10.4
126,"Nepomniachtchi, Ian","Tsydypov, Zhamsaran",2789,2565,2021.03.09,,1/2-1/2,B84,9
127,"Nepomniachtchi, Ian","Bocharov, Ivan",2771,2657,2018.12.28,blitz,1/2-1/2,C22,15.17
128,"Nepomniachtchi, Ian","Organdziev, Oliver",2632,2297,2009.10.04,team-swiss,1-0,C66,1.5
129,"Nepomniachtchi, Ian","Khismatullin, Denis Rimovich",2626,2643,2009.11.07,k.o.,1-0,C50,3.1
130,"Nepomniachtchi, Ian","Nakamura, Hikaru",2789,2736,2021.03.13,,1/2-1/2,C67,4.5
131,"Nepomniachtchi, Ian","Matlakov, Maxim",2776,2760,2021.08.16,,0-1,,6.1
132,"Mamedyarov, Shakhriyar","Nepomniachtchi, Ian",2743,2730,2014.06.20,swiss (blitz),0-1,A45,16
133,"Carlsen, Magnus","Nepomniachtchi, Ian",2863,2784,2020.08.03,,1-0,B06,2.16
134,"Alekseev, Evgeny","Nepomniachtchi, Ian",2605,2483,2005.03.10,,1/2-1/2,B90,9
135,"Nakamura, Hikaru","Nepomniachtchi, Ian",2745,2776,2020.01.05,,0-1,B50,3.15
136,"Nepomniachtchi, Ian","Ding, Liren",2776,2811,2019.11.18,,1-0,C91,2.1
137,"Aronian, Levon","Nepomniachtchi, Ian",2781,2789,2021.02.08,rapid,1-0,D80,12.5
138,"Nepomniachtchi, Ian","Motylev, Alexander",2735,2687,2014.05.16,tourn,0-1,B12,5
139,"Andreikin, Dmitry","Nepomniachtchi, Ian",2724,2767,2019.12.28,rapid,1/2-1/2,A33,11.7
140,"Kramnik, Vladimir","Nepomniachtchi, Ian",2777,2705,2015.10.20,team-swiss,1-0,D02,3.1
141,"Nepomniachtchi, Ian","Bachin, Vitaly",2280,2459,2002.03.08,,1/2-1/2,B07,7
142,"Aronian, Levon","Nepomniachtchi, Ian",2789,2751,2017.08.23,k.o. (blitz),1-0,B08,1.14
143,"Nepomniachtchi, Ian","Anand, Viswanathan",2751,2783,2017.08.18,tourn (blitz),0-1,C22,10
144,"Nepomniachtchi, Ian","Tomashevsky, Evgeny",2714,2701,2014.08.27,tourn (rapid),1-0,C45,9
145,"Giri, Anish","Nepomniachtchi, Ian",2731,2778,2020.11.23,tourn,1/2-1/2,,8.5
146,"Nepomniachtchi, Ian","Bacrot, Etienne",2714,2718,2014.12.16,swiss,1-0,C45,1
147,"Nepomniachtchi, Ian","Mamedyarov, Shakhriyar",2792,2782,2021.07.11,,0-1,,20.4
148,"Nepomniachtchi, Ian","Radjabov, Teimour",2714,2734,2014.12.13,tourn (blitz),1-0,C44,3
149,"Nepomniachtchi, Ian","Vidit, Santosh Gujrathi",2773,2722,2019.11.26,blitz,1/2-1/2,C50,12.1
150,"Rodshtein, Maxim","Nepomniachtchi, Ian",2638,2710,2013.05.15,,0-1,D71,10.11
151,"Mamedov, Rauf","Nepomniachtchi, Ian",2709,2751,2018.03.01,blitz,0-1,B50,9.2
152,"Roiz, Michael","Nepomniachtchi, Ian",2677,2616,2008.12.24,swiss,1/2-1/2,A29,3
153,"Nepomniachtchi, Ian","Sjugirov, Sanan",2703,2674,2016.06.18,,1-0,C44,8
154,"Hammer, Jon Ludvig","Nepomniachtchi, Ian",2621,2751,2017.05.13,,0-1,B07,2.9
155,"Nakamura, Hikaru","Nepomniachtchi, Ian",2814,2705,2015.09.19,,1/2-1/2,B22,3
156,"Akopian, Vladimir Eduardovic","Nepomniachtchi, Ian",2675,2767,2016.12.27,swiss (rapid),0-1,B90,8
157,"Nepomniachtchi, Ian","Smirin, Ilia",2632,2650,2009.07.12,rapid,1-0,B43,1
158,"Dziuba, Marcin","Nepomniachtchi, Ian",2556,2628,2009.02.17,swiss,1/2-1/2,D11,1
159,"Kulikov, Alexander","Nepomniachtchi, Ian",2038,2506,2006.05.14,tourn,0-1,B21,6
160,"Nepomniachtchi, Ian","Mamedyarov, Shakhriyar",2717,2753,2013.06.10,swiss (blitz),1-0,B11,29
161,"Nepomniachtchi, Ian","Giri, Anish",2775,2779,2019.07.28,blitz,1/2-1/2,,5.5
162,"Nepomniachtchi, Ian","Almasi, Zoltan",2602,2675,2007.04.07,k.o. (rapid),1/2-1/2,C54,5
163,"Nepomniachtchi, Ian","Malakhov, Vladimir",2728,2702,2015.05.09,team-swiss (rapid),1/2-1/2,D10,6.1
164,"Sutovsky, Emil","Nepomniachtchi, Ian",2620,2730,2014.12.07,swiss,1/2-1/2,B51,5
165,"Romanov, Evgeny","Nepomniachtchi, Ian",2640,2710,2013.05.14,,1/2-1/2,A31,9.8
166,"Nepomniachtchi, Ian","Fier, Alexandr",2784,2560,2020.09.22,,1/2-1/2,B40,2.2
167,"Rodchenkov, Sergey D","Nepomniachtchi, Ian",2346,2784,2020.09.29,,0-1,C03,1
168,"Rapport, Richard","Nepomniachtchi, Ian",2693,2717,2013.07.25,,1/2-1/2,B51,4
169,"Nepomniachtchi, Ian","Aronian, Levon",2792,2781,2021.06.21,blitz,1-0,,15.3
170,"Pustov, Pavel","Nepomniachtchi, Ian",2407,2545,2006.11.11,tourn,0-1,A34,6
171,"Nepomniachtchi, Ian","Areshchenko, Alexander",2705,2682,2015.11.16,,1-0,A30,4.1
172,"Kotsur, Pavel","Nepomniachtchi, Ian",2598,2483,2005.02.15,swiss,1-0,D75,1
173,"Gareyev, Timur","Nepomniachtchi, Ian",2573,2773,2022.01.04,,0-1,C30,3
174,"Nepomniachtchi, Ian","Borisek, Jure",,,2016.12.26,rapid,1-0,C50,7.8
175,"Nepomniachtchi, Ian","Karjakin, Sergey",2703,2786,2013.02.17,,0-1,A22,3.3
176,"Giri, Anish","Nepomniachtchi, Ian",2755,2740,2016.10.01,tourn,1/2-1/2,D97,5
177,"Vachier Lagrave, Maxime","Nepomniachtchi, Ian",2715,2733,2011.01.29,tourn,1-0,D94,12
178,"Inarkiev, Ernesto","Nepomniachtchi, Ian",2675,2602,2008.09.10,swiss,1-0,B90,7
179,"Rakhmanov, Aleksandr","Nepomniachtchi, Ian",2543,2624,2009.05.01,,1/2-1/2,D80,3
180,"Nepomniachtchi, Ian","Bareev, Evgeny",2626,2634,2009.11.12,k.o.,1-0,B12,5.2
181,"Nepomniachtchi, Ian","Kukula, Pawel",2520,2164,2006.08.12,k.o. (blitz),1-0,B33,2.1
182,"Mamedyarov, Shakhriyar","Nepomniachtchi, Ian",2800,2742,2017.07.13,,1/2-1/2,D85,7.3
183,"Nepomniachtchi, Ian","Navara, David",2751,2737,2017.08.14,tourn (rapid),1/2-1/2,B12,3
184,"Carlsen, Magnus","Nepomniachtchi, Ian",2881,2778,2020.11.28,schev,1/2-1/2,,19.1
185,"Carlsen, Magnus","Nepomniachtchi, Ian",2842,2798,2021.12.28,rapid,1/2-1/2,,11
186,"Sutovsky, Emil","Nepomniachtchi, Ian",2635,2705,2015.10.24,team-swiss,1/2-1/2,B90,7.1
187,"Nepomniachtchi, Ian","Rohit, Gogineni",2502,2387,2005.07.29,,1-0,B57,11
188,"Nepomniachtchi, Ian","Aronian, Levon",2773,2772,2019.11.24,rapid,1/2-1/2,E06,8.5
189,"Nepomniachtchi, Ian","Meier, Georg",2492,2438,2005.06.04,k.o. (blitz),0-1,C10,2.1
190,"Nepomniachtchi, Ian","Leko, Peter",,,2013.12.14,,1-0,A34,9
191,"Matlakov, Maxim","Nepomniachtchi, Ian",2699,2767,2019.12.01,,0-1,B30,2.1
192,"Dubov, Daniil","Nepomniachtchi, Ian",2710,2789,2021.03.13,,1-0,B09,3.4
193,"Nepomniachtchi, Ian","Carlsen, Magnus",2784,2863,2020.08.03,,1-0,B90,2.13
194,"Nepomniachtchi, Ian","Giri, Anish",2778,2731,2020.07.01,,1-0,,9.4
195,"Nepomniachtchi, Ian","Boskovic, Drasko",2492,2433,2005.06.18,k.o. (blitz),0-1,B22,2.1
196,"Nepomniachtchi, Ian","Vitiugov, Nikita",2784,2720,2020.12.09,,1/2-1/2,C45,5.2
197,"Nepomniachtchi, Ian","Aronian, Levon",2774,2765,2019.08.25,,1-0,C50,8.4
198,"Iljin, Artem","Nepomniachtchi, Ian",2538,2602,2007.05.10,,1/2-1/2,D91,9
199,"Yifan, Xu","Nepomniachtchi, Ian",2651,2749,2017.02.18,,1/2-1/2,B90,1.8
200,"Nepomniachtchi, Ian","Mamedov, Rauf",2505,2511,2005.05.16,tourn,1/2-1/2,B07,3
201,"Nepomniachtchi, Ian","Ding, Liren",2776,2811,2019.11.18,,1-0,C22,2.29
202,"Artemiev, Vladislav","Nepomniachtchi, Ian",2700,2782,2021.12.30,blitz,1/2-1/2,A14,16.4
203,"Nepomniachtchi, Ian","Berg, Emanuel",2706,2616,2010.10.23,team-swiss,1/2-1/2,B90,7.1
204,"Anand, Viswanathan","Nepomniachtchi, Ian",2785,2730,2014.06.20,swiss (blitz),0-1,B52,15
205,"Aronian, Levon","Nepomniachtchi, Ian",2740,2785,2020.11.11,,1/2-1/2,,2.6
206,"Popov, Valerij","Nepomniachtchi, Ian",2588,2483,2005.02.17,swiss,1-0,A57,3
207,"Nepomniachtchi, Ian","Dukic, Zachary",2789,2149,2021.02.02,,1-0,A01,2
208,"Nepomniachtchi, Ian","Caruana, Fabiano",2792,2820,2021.05.27,,1/2-1/2,,6.1
209,"Nepomniachtchi, Ian","Rakhmanov, Aleksandr",2624,2543,2009.05.08,team-tourn,1-0,C43,9
210,"Nepomniachtchi, Ian","So, Wesley",2792,2770,2021.05.29,,1/2-1/2,,16.1
211,"Guseinov, Gadir","Nepomniachtchi, Ian",2666,2767,2019.12.27,rapid,1/2-1/2,C07,8.4
212,"Nepomniachtchi, Ian","Gelfand, Boris",2767,2684,2019.12.13,,1-0,B30,1.3
213,"Nepomniachtchi, Ian","Aronian, Levon",2720,2801,2010.11.18,,0-1,C53,32
214,"Dubov, Daniil","Nepomniachtchi, Ian",2627,2714,2015.04.02,,1/2-1/2,A04,7.1
215,"Saric, Ivan","Nepomniachtchi, Ian",2666,2735,2014.05.12,tourn,1-0,B90,2
216,"Carlsen, Magnus","Nepomniachtchi, Ian",2863,2784,2020.09.15,blitz,0-1,A20,2
217,"Gelfand, Boris","Nepomniachtchi, Ian",2743,2714,2014.12.13,tourn (blitz),0-1,B06,24
218,"Meier, Georg","Nepomniachtchi, Ian",2628,2757,2018.07.06,tourn (rapid),0-1,D02,9
219,"Vitiugov, Nikita","Nepomniachtchi, Ian",2712,2708,2013.04.12,team-swiss,1/2-1/2,D41,6
220,"Rapport, Richard","Nepomniachtchi, Ian",2763,2792,2021.06.18,rapid,1/2-1/2,A05,3.4
221,"Nepomniachtchi, Ian",Erigaisi Arjun,2784,2559,2020.12.01,,1-0,C18,8
222,"Nepomniachtchi, Ian","Vidit, Santosh Gujrathi",2705,2651,2015.10.14,blitz,1-0,A34,12.43
223,"Giri, Anish","Nepomniachtchi, Ian",2764,2784,2020.05.16,,1-0,C19,2.1
224,"Kramnik, Vladimir","Nepomniachtchi, Ian",2781,2711,2011.08.11,tourn,1-0,A34,4
225,"Nepomniachtchi, Ian","Geller, Jakov",2751,2505,2017.05.07,team-swiss,1-0,C00,5.3
226,"Nepomniachtchi, Ian","Bluebaum, Matthias",2784,2660,2020.09.29,,1-0,A00,3.1
227,"Radjabov, R.","Nepomniachtchi, Ian",2765,2792,2021.06.21,blitz,0-1,D38,?
228,"Nepomniachtchi, Ian","Aronian, Levon",2751,2799,2017.08.18,tourn (blitz),0-1,A29,15
229,"Nepomniachtchi, Ian","Sadikhov, Ulvi Ramil Oglu",2714,2414,2015.02.01,tourn,1-0,C41,2
230,"Van Foreest, Jorden","Nepomniachtchi, Ian",2612,2763,2019.01.23,tourn,1-0,B90,10
231,"Nepomniachtchi, Ian","Negi, Parimarjan",2602,2515,2007.05.23,tourn,1-0,E20,7
232,"Jaracz, Piotr","Nepomniachtchi, Ian",2459,2773,2022.02.08,,1-0,C03,8
233,"Sermier, Guillaume","Nepomniachtchi, Ian",2428,2729,2011.03.22,swiss,0-1,A16,1
234,"Nepomniachtchi, Ian","Moiseenko, Alexander",2717,2706,2013.09.13,,1-0,B31,1.2
235,"Vidit, Santosh Gujrathi","Nepomniachtchi, Ian",2636,2778,2020.11.24,tourn,1/2-1/2,,12.7
236,"Nepomniachtchi, Ian","Azarov, Sergei Nikolaevich",2506,2581,2006.01.21,tourn (blitz),0-1,C50,2
237,"Nepomniachtchi, Ian","Aronian, Levon",2785,2740,2020.11.11,,1/2-1/2,,1.1
238,"Aronian, Levon","Nepomniachtchi, Ian",2789,2751,2017.08.23,k.o. (blitz),1/2-1/2,B08,1.8
239,"Karjakin, Sergey","Nepomniachtchi, Ian",2783,2751,2017.10.24,k.o. (blitz),1/2-1/2,B32,2.29
240,"Kolbanov, Veniamin M","Nepomniachtchi, Ian",2238,2707,2012.11.09,swiss (rapid),0-1,D73,2
241,"Nepomniachtchi, Ian","Kramnik, Vladimir",2784,2753,2020.05.13,,0-1,C11,9.4
242,"Grischuk, Alexander","Nepomniachtchi, Ian",2764,2707,2012.12.29,tourn (rapid),1/2-1/2,D41,6
243,"Nepomniachtchi, Ian","Papin, Vasily",2634,2483,2008.04.24,swiss,1-0,B48,4
244,"Alavkin, Arseny Nailievich","Nepomniachtchi, Ian",2500,2613,2007.09.05,swiss,0-1,B51,3
245,"Caruana, Fabiano","Nepomniachtchi, Ian",2820,2792,2021.05.27,,1/2-1/2,,7.1
246,"Nepomniachtchi, Ian","Vachier Lagrave, Maxime",2774,2778,2019.08.27,,0-1,A34,10.2
247,"Andreikin, Dmitry","Nepomniachtchi, Ian",2718,2704,2012.11.03,match,1/2-1/2,D43,4
