,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
187,"Gelfand, Boris","Wang, Hao",2706,2688,2019.05.17,blitz,1-0,,8.6
188,"Matlakov, Maxim","Wang, Hao",2668,2739,2012.07.07,team-schev,1/2-1/2,E63,5
189,"Yu, Ruiyuan","Wang, Hao",2309,2715,2010.09.11,team-tourn,0-1,B32,11
190,"Shabalov, Andrei","Wang, Hao",2585,2696,2008.10.04,,0-1,B95,3
191,"Gopal, Geetha Narayanan","Wang, Hao",2604,2722,2010.05.11,swiss,1/2-1/2,C06,7
192,"Wang, Hao","Leko, Peter",,,????.??.??,,1/2-1/2,,5.2
193,"Wang, Hao","Hossain, Enamul",2519,2476,2005.10.13,,1-0,B43,7
194,"Eljanov, Pavel","Wang, Hao",2693,2696,2009.05.14,tourn,1/2-1/2,D12,6
195,"Wang, Hao","Tomashevsky, Evgeny",2624,2654,2007.08.28,,1-0,C55,8
196,"Wang, Hao","Marchenko, Stanislav",,,1999.11.01,,1-0,D59,8
197,"Wang, Hao","Areshchenko, Alexander",2680,2673,2016.11.24,,1/2-1/2,D78,6.3
198,"Hammerl, Jonas","Wang, Hao",2608,2743,2013.05.13,,1-0,E60,5.5
199,"Wang, Hao","Berg, Emanuel",2665,2583,2008.01.24,match,1/2-1/2,B92,3.3
200,"Wang, Hao","Fressinet, Laurent",2717,2700,2016.02.29,tourn (blitz),1-0,E62,17
201,"Lindberg, Bengt","Wang, Hao",2443,2624,2007.08.10,,0-1,C93,9
202,"Wang, Hao","Aronian, Levon",2743,2813,2013.05.07,tourn (blitz),1/2-1/2,C45,7
203,"Wang, Hao","Zhou, Jianchao",2713,2578,2015.12.08,,0-1,E11,19.6
204,"Wang, Hao","Wei, Yi",2698,2738,2017.07.17,tourn,1/2-1/2,D41,8
205,"Nakamura, Hikaru","Wang, Hao",2729,2727,2010.11.11,tourn,1/2-1/2,C11,6
206,"Wang, Hao","Romanov, Evgeny",2684,2547,2008.04.12,team,1-0,D36,10
207,"Wang, Hao","Liang, Chong",2684,2484,2008.05.31,rapid,1-0,B17,3
208,"Wang, Hao","Maghsoodloo, Parham",2726,2664,2019.10.14,,1/2-1/2,E08,5.2
209,"Minasian, Artashes","Wang, Hao",2595,2619,2007.02.19,,1-0,C13,6
210,"Zhou, Jianchao","Wang, Hao",2516,2519,2005.10.20,,1/2-1/2,D25,1
211,"Wang, Hao","McShane, Luke J",2725,2688,2019.10.15,,1-0,E00,6
212,"Wang, Hao","Ponomariov, Ruslan",2731,2744,2011.01.25,tourn,1-0,B19,9
213,"Firouzja, Alireza","Wang, Hao",2412,2782,2018.12.28,blitz,1/2-1/2,C76,13.5
214,"Zhang, Pengxiang","Wang, Hao",2657,2638,2007.05.02,,1-0,D14,5.1
215,"Wang, Hao","Mamedov, Rauf",2709,2709,2017.12.12,tourn (blitz),1/2-1/2,E67,5.1
216,"Wang, Hao","Leko, Peter",2710,2723,2014.12.11,swiss (rapid),1-0,E46,1
217,"Wang, Hao","Gopal, Geetha Narayanan",2624,2480,2007.09.27,,1-0,C54,9
218,"Wang, Hao",Rakesh Kumar Jena,2701,2247,2016.10.07,swiss,1-0,B76,7.39
219,"Malakhov, Vasily","Wang, Hao",2721,2715,2010.04.04,,1/2-1/2,E35,4
220,"Ftacnik, Lubomir","Wang, Hao",2568,2724,2010.09.25,team-swiss,1/2-1/2,A17,5.2
221,"Iordachescu, Viorel","Wang, Hao",2563,2619,2007.02.21,,0-1,B90,8
222,"Rodshtein, Maxim","Wang, Hao",2684,2726,2019.09.14,,0-1,D12,2.2
223,"Bachand Fleurent, Julien","Wang, Hao",2275,2065,2003.01.04,swiss,0-1,B24,2.1
224,"Anand, Viswanathan","Wang, Hao",2810,2731,2011.01.18,,1-0,E25,4
225,"Nepomniachtchi, Ian","Wang, Hao",2721,2735,2013.12.18,swiss (rapid),1-0,E65,5.1
226,"Nepomniachtchi, Ian","Wang, Hao",2719,2734,2016.??.??,,1-0,C42,17
227,"Wang, Hao","Fedoseev, Vladimir",2735,2683,2019.05.17,blitz,0-1,A27,6.7
228,"Yu, Yangyi","Wang, Hao",2751,2709,2017.12.10,rapid,0-1,C65,3.3
229,"Nguyen, Anh Khoi","Wang, Hao",2484,2718,2019.03.09,swiss,0-1,A65,4
230,"Firouzja, Alireza","Wang, Hao",2079,2711,2018.08.24,,1/2-1/2,C67,7
231,"Wang, Hao","Vidit, Santosh Gujrathi",2680,2687,2017.05.16,swiss,1-0,D38,5
